UIN;Incident.year;Victim.injury;State;Shark.common.name;Shark.scientific.name;;Victim.gender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
826;2005;injured;QLD;whitetip reef shark;Triaenodon obesus  ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
827;2006;fatal;QLD;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
828;2006;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
829;2006;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
830;2006;uninjured;NSW;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
831;2006;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
832;2006;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
833;2006;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
834;2006;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
835;2006;uninjured;WA;grey reef shark;Carcharhinus amblyrhynchos;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
836;2006;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
837;2007;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
838;2007;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
839;2007;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
840;2007;injured;NSW;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841;2007;injured;QLD;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
842;2007;injured;QLD;;;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843;2007;injured;WA;whitetip reef shark;Triaenodon obesus  ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844;2007;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845;2007;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
846;2007;uninjured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
847;2007;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848;2007;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849;2007;injured;NSW;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
850;2007;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
851;2007;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
852;2007;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
853;2007;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
854;2008;uninjured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
855;2008;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
856;2008;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
857;2008;injured;VIC;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
858;2008;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859;2008;fatal;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860;2008;injured;WA;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
861;2008;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
862;2008;uninjured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
863;2008;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
864;2008;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
865;2008;uninjured;NSW;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
866;2008;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
867;2008;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
868;2009;injured;NSW;dusky shark;Carcharhinus obscurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869;2009;injured;QLD;grey reef shark;Carcharhinus amblyrhynchos;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
870;2009;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
871;2009;injured;TAS;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
872;2009;injured;NSW;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
873;2009;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
874;2009;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
875;2009;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
876;2009;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
877;2009;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
878;2009;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
879;2009;uninjured;NSW;whaler shark;Carcharhinidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
880;2009;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
881;2009;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
882;2009;injured;WA;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
883;2009;uninjured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
884;2009;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
885;2009;injured;NSW;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
886;2009;uninjured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
887;2009;injured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
888;2009;uninjured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
889;2009;uninjured;NSW;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
890;2009;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
891;2009;injured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
892;2009;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
893;2009;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
894;2009;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
895;2009;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
896;2010;uninjured;QLD;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
897;2010;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
898;2010;injured;QLD;whitetip reef shark;Triaenodon obesus  ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
899;2010;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;2010;injured;QLD;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
901;2010;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902;2010;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
903;2010;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;2010;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
905;2010;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
906;2010;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
907;2010;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
908;2010;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909;2010;injured;WA;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
910;2011;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
911;2011;injured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
912;2011;injured;NSW;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
913;2011;injured;NSW;bull shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
914;2011;injured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
915;2011;injured;NSW;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
916;2011;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
917;2011;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
918;2011;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
919;2011;uninjured;VIC;port jackson shark;Heterodontus portusjacksoni;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920;2011;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
921;2011;injured;QLD;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
922;2011;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;2011;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
924;2011;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
925;2012;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
926;2012;uninjured;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
927;2012;injured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
928;2012;injured;WA;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
929;2012;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930;2012;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
931;2012;uninjured;QLD;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
932;2012;injured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
933;2012;uninjured;NSW;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
934;2012;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
935;2012;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
936;2012;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;2012;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
938;2012;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
939;2012;injured;TAS;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
940;2012;uninjured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
941;2012;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
942;2012;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
943;2012;injured;WA;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
944;2012;uninjured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
945;2012;injured;NSW;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946;2012;injured;NSW;grey nurse shark;Carcharius taurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
947;2012;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
948;2013;injured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
949;2013;injured;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
950;2013;injured;WA;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
951;2013;injured;NSW;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
952;2013;uninjured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
953;2013;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;2013;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
955;2013;injured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
956;2013;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
957;2013;injured;WA;grey reef shark;Carcharhinus amblyrhynchos;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
958;2013;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
959;2013;fatal;NSW;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
960;2013;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
961;2013;injured;QLD;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
962;2013;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
963;2014;fatal;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
964;2014;uninjured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
965;2014;uninjured;VIC;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
966;2014;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
967;2014;fatal;NSW;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
968;2014;injured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
969;2014;uninjured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
970;2014;injured;QLD;bull shark;Carcharhinus leucas;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
971;2014;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
972;2014;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
973;2014;injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
974;2014;Injured;SA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
975;2014;injured;WA;whaler shark;Carcharhinidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
976;2014;fatal;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
977;2014;injured;NSW;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;2014;injured;NSW;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
979;2014;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
980;2014;injured;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
981;2014;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
982;2014;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
983;2014;injured;NSW;wobbegong;Orectolobidae;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;2014;injured;WA;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
985;2014;injured;NSW;;;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;2014;fatal;WA;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
987;2014;fatal;QLD;tiger shark;Galeocerdo cuvier ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
988;2015;uninjured;NSW;white shark;Carcharodon carcharias ;;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;2015;injured;NSW;wobbegong;Orectolobidae;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;2015;uninjured;QLD;bull shark;Carcharhinus leucas;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
991;2015;uninjured;NSW;white shark;Carcharodon carcharias ;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
992;2015;injured;NSW;bronze whaler shark;Carcharhinus brachyurus;;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
